,noun,tag,t_count
3393,콜센트,PS_NAME,1943
3394,아브두르,PS_NAME,1943
3395,전두환,PS_NAME,1943
3396,안중근,PS_NAME,1943
3397,한녀들,PS_NAME,1943
3398,허영심이지,PS_NAME,1943
3399,정병환,PS_NAME,1943
3400,정상인,PS_NAME,1943
3376,페미라,PS_NAME,1943
3375,ㅈㄴ게이,PS_NAME,1943
3374,똥슬람,PS_NAME,1943
3373,매춘녀,PS_NAME,1943
3350,주,PS_NAME,1943
3351,여성우월주,PS_NAME,1943
3352,남의애,PS_NAME,1943
3353,헬스트,PS_NAME,1943
3354,아메바다,PS_NAME,1943
3355,이명닭근혜,PS_NAME,1943
3356,닭공주,PS_NAME,1943
3357,이번,PS_NAME,1943
3358,카와이,PS_NAME,1943
3359,이새리,PS_NAME,1943
3360,이세영,PS_NAME,1943
3361,라미란,PS_NAME,1943
3362,이국주,PS_NAME,1943
3363,박나래,PS_NAME,1943
3364,이세키,PS_NAME,1943
3365,스탈린,PS_NAME,1943
3366,백이,PS_NAME,1943
3367,클라쓰,PS_NAME,1943
3368,마블,PS_NAME,1943
3369,라니,PS_NAME,1943
3370,미대녀,PS_NAME,1943
3371,안드로메다,PS_NAME,1943
3372,인정ㅋㅋ,PS_NAME,1943
3401,일베충련,PS_NAME,1943
3402,천민이지,PS_NAME,1943
3403,백정아,PS_NAME,1943
3430,짱퀴벌레 개슬람,PS_NAME,1943
3432,죄민수,PS_NAME,1943
3433,차은우,PS_NAME,1943
3434,차카스,PS_NAME,1943
3435,시진핑핑이,PS_NAME,1943
3436,장유,PS_NAME,1943
3437,닭머리,PS_NAME,1943
3438,촌뜨다기,PS_NAME,1943
3439,춘식이,PS_NAME,1943
3440,충청도지,PS_NAME,1943
3441,취집남,PS_NAME,1943
3442,헤븐 페미조센 가즈아,PS_NAME,1943
3443,병딱이,PS_NAME,1943
3444,ㅋㅋ,PS_NAME,1943
3445,맷돼지련,PS_NAME,1943
3446,신남,PS_NAME,1943
3447,삵,PS_NAME,1943
3448,공갈치,PS_NAME,1943
3449,ㅋㅋㅋ,PS_NAME,1943
3450,걸스캔두애니띵,PS_NAME,1943
3451,여경찰,PS_NAME,1943
3452,정박아들,PS_NAME,1943
3453,ㅁ친애,PS_NAME,1943
3454,ㅋㅋㅋㅋㅋ,PS_NAME,1943
3431,짱퀴,PS_NAME,1943
3429,선녀,PS_NAME,1943
3404,정은,PS_NAME,1943
3428,기타로,PS_NAME,1943
3405,오또케,PS_NAME,1943
3406,보르,PS_NAME,1943
3407,조민,PS_NAME,1943
3408,소리노ㅋㅋ,PS_NAME,1943
3409,밥 딜런,PS_NAME,1943
3410,야누스,PS_NAME,1943
3411,조조,PS_NAME,1943
3412,존자,PS_NAME,1943
3413,좇냥이,PS_NAME,1943
3414,셰리,PS_NAME,1943
3415,오,PS_NAME,1943
3416,준석,PS_NAME,1943
3417,박멸,PS_NAME,1943
3418,중남,PS_NAME,1943
3419,오바지,PS_NAME,1943
3420,강남인,PS_NAME,1943
3421,지잡,PS_NAME,1943
3422,달라짐,PS_NAME,1943
3423,오또카지오또카,PS_NAME,1943
3424,에붸베벱,PS_NAME,1943
3425,월세사,PS_NAME,1943
3426,안티페미,PS_NAME,1943
3427,진핑이,PS_NAME,1943
3308,흑일남이,PS_NAME,1943
3307,오일남,PS_NAME,1943
3306,오바마,PS_NAME,1943
3157,흑녀,PS_NAME,1943
3168,뿌까ㅋㅋ,PS_NAME,1943
3167,쭈그렁,PS_NAME,1943
3166,빨갱,PS_NAME,1943
3165,빠순,PS_NAME,1943
3164,빠수니,PS_NAME,1943
3163,빙진,PS_NAME,1943
3162,빙샹,PS_NAME,1943
3349,이브,PS_NAME,1943
3160,비혼,PS_NAME,1943
3159,손잭스,PS_NAME,1943
3158,브로맨스,PS_NAME,1943
3156,헬자,PS_NAME,1943
3197,리 호들갑,PS_NAME,1943
3155,브라자,PS_NAME,1943
3154,꼬리칸,PS_NAME,1943
3153,북녀,PS_NAME,1943
3152,차이남,PS_NAME,1943
3151,본드걸,PS_NAME,1943
3150,보적보,PS_NAME,1943
3149,멋모르,PS_NAME,1943
3148,로리,PS_NAME,1943
3147,조센,PS_NAME,1943
3146,다를바,PS_NAME,1943
3145,백퍼 페미지ㅋㅋ,PS_NAME,1943
3169,스윗 한남,PS_NAME,1943
3170,땡큐지ㅋㅋㅋ,PS_NAME,1943
3171,상노무자식,PS_NAME,1943
3172,새아,PS_NAME,1943
3195,BTS,PS_NAME,1943
3194,쌉인정,PS_NAME,1943
3193,신데렐라식,PS_NAME,1943
3192,가사도우미비,PS_NAME,1943
3191,시진핑,PS_NAME,1943
3190,쪽바리녀,PS_NAME,1943
3189,조,PS_NAME,1943
3188,고졸녀,PS_NAME,1943
3187,쉬엄쉬엄,PS_NAME,1943
3186,언감생심,PS_NAME,1943
3185,순이,PS_NAME,1943
3184,순경따리,PS_NAME,1943
3183,수두룩,PS_NAME,1943
3182,홍발정,PS_NAME,1943
3181,솔까,PS_NAME,1943
3180,소짱깨,PS_NAME,1943
3179,센징녀,PS_NAME,1943
3178,차팔이,PS_NAME,1943
3177,몽골리언나오,PS_NAME,1943
3176,남자애,PS_NAME,1943
3175,성괴녀,PS_NAME,1943
3174,서윗한남,PS_NAME,1943
3173,서연고,PS_NAME,1943
3144,쥬쥬통,PS_NAME,1943
3143,죠현병,PS_NAME,1943
3142,배트맨,PS_NAME,1943
3115,벤 미혼모년,PS_NAME,1943
3113,모태솔로,PS_NAME,1943
3112,모솔,PS_NAME,1943
3111,메갈이,PS_NAME,1943
3110,메갈 파오후,PS_NAME,1943
3109,지,PS_NAME,1943
3108,멍청도,PS_NAME,1943
3107,이기야,PS_NAME,1943
3106,차오센,PS_NAME,1943
3105,짱궈,PS_NAME,1943
3104,헬,PS_NAME,1943
3103,헬조센,PS_NAME,1943
3102,박그네,PS_NAME,1943
3101,한석봉,PS_NAME,1943
3100,신사임당,PS_NAME,1943
3099,조지플로이드,PS_NAME,1943
3098,만물주,PS_NAME,1943
3097,곳아,PS_NAME,1943
3096,마이콜,PS_NAME,1943
3095,마마보,PS_NAME,1943
3094,마,PS_NAME,1943
3093,링컨,PS_NAME,1943
3092,레즈게이,PS_NAME,1943
3091,레이디,PS_NAME,1943
3114,유대한,PS_NAME,1943
3116,유졸,PS_NAME,1943
3141,밥줘충,PS_NAME,1943
3117,폰팔,PS_NAME,1943
3140,밥싸개,PS_NAME,1943
3139,ㅉㅉ,PS_NAME,1943
3138,소머가리,PS_NAME,1943
3137,라미,PS_NAME,1943
3136,정나미,PS_NAME,1943
3135,돼지련,PS_NAME,1943
3134,똠냥꿍,PS_NAME,1943
3133,쩔뚝이,PS_NAME,1943
3132,전라디언머스마,PS_NAME,1943
3131,재앙이,PS_NAME,1943
3130,도라방스,PS_NAME,1943
3129,영계,PS_NAME,1943
3128,문재인,PS_NAME,1943
3127,문어머리,PS_NAME,1943
3126,문사철,PS_NAME,1943
3125,문돌이,PS_NAME,1943
3124,문,PS_NAME,1943
3123,무지성,PS_NAME,1943
3122,무재남,PS_NAME,1943
3121,애먼,PS_NAME,1943
3120,박정희,PS_NAME,1943
3119,못생김,PS_NAME,1943
3118,평범녀,PS_NAME,1943
3196,썩창,PS_NAME,1943
3198,씹센징,PS_NAME,1943
3305,오덕후,PS_NAME,1943
3266,야수임,PS_NAME,1943
3277,시터,PS_NAME,1943
3276,우욱,PS_NAME,1943
3275,종군,PS_NAME,1943
3274,좆창남,PS_NAME,1943
3273,여경은,PS_NAME,1943
3272,엥,PS_NAME,1943
3271,엘사랑 엘사,PS_NAME,1943
3270,게이피,PS_NAME,1943
3269,명자,PS_NAME,1943
3268,에이,PS_NAME,1943
3267,업소녀,PS_NAME,1943
3265,트젠퀴,PS_NAME,1943
3199,멍석말이,PS_NAME,1943
3264,진지충,PS_NAME,1943
3263,박,PS_NAME,1943
3262,한남이라매,PS_NAME,1943
3261,리재명,PS_NAME,1943
3260,임,PS_NAME,1943
3259,이중성,PS_NAME,1943
3258,다누,PS_NAME,1943
3257,렉카충,PS_NAME,1943
3256,껌댕이,PS_NAME,1943
3255,한녀쌤,PS_NAME,1943
3254,쏼라쏼라,PS_NAME,1943
3278,여,PS_NAME,1943
3279,짱깨잖아,PS_NAME,1943
3280,사이언스네,PS_NAME,1943
3281,트남,PS_NAME,1943
3304,오덕,PS_NAME,1943
3303,첼애우,PS_NAME,1943
3302,티내노,PS_NAME,1943
3301,갈갈이,PS_NAME,1943
3300,예술충,PS_NAME,1943
3299,예끼,PS_NAME,1943
3298,장,PS_NAME,1943
3297,연세,PS_NAME,1943
3296,한남이라,PS_NAME,1943
3295,능지순,PS_NAME,1943
3294,노양심,PS_NAME,1943
3293,한수,PS_NAME,1943
3292,성님,PS_NAME,1943
3291,바닥기,PS_NAME,1943
3290,여혐벅스,PS_NAME,1943
3289,소두,PS_NAME,1943
3288,호빗ㅋㅋㅋ,PS_NAME,1943
3287,싹쑤,PS_NAME,1943
3286,조이,PS_NAME,1943
3285,권,PS_NAME,1943
3284,손민수,PS_NAME,1943
3283,존잘남,PS_NAME,1943
3282,보테크,PS_NAME,1943
3253,걍,PS_NAME,1943
3252,궁뎅이,PS_NAME,1943
3251,니네 인스턴트,PS_NAME,1943
3224,알페스,PS_NAME,1943
3222,이원,PS_NAME,1943
3221,안성캠,PS_NAME,1943
3220,짓ㅋㅋ,PS_NAME,1943
3219,악바리,PS_NAME,1943
3218,악덕,PS_NAME,1943
3217,아이코,PS_NAME,1943
3216,저런,PS_NAME,1943
3215,아서,PS_NAME,1943
3214,이샛기,PS_NAME,1943
3213,성,PS_NAME,1943
3212,즈개미,PS_NAME,1943
3211,이,PS_NAME,1943
3210,애랑,PS_NAME,1943
3209,산타클로스,PS_NAME,1943
3208,김 옥,PS_NAME,1943
3207,지송요ㅠㅠ 한녀,PS_NAME,1943
3206,토나,PS_NAME,1943
3205,전라도놈,PS_NAME,1943
3204,유미,PS_NAME,1943
3203,사라,PS_NAME,1943
3202,한남이지,PS_NAME,1943
3201,ㅇㅈ,PS_NAME,1943
3200,오타쿠야,PS_NAME,1943
3223,알라,PS_NAME,1943
3225,왕이노,PS_NAME,1943
3250,한남련,PS_NAME,1943
3226,애니멀,PS_NAME,1943
3249,야ㅋㅋ넌,PS_NAME,1943
3248,아인슈타인,PS_NAME,1943
3247,붕딱,PS_NAME,1943
3246,야준표,PS_NAME,1943
3245,털복숭,PS_NAME,1943
3244,손흥민,PS_NAME,1943
3243,전광훈,PS_NAME,1943
3242,종특이,PS_NAME,1943
3241,쿤타킨테,PS_NAME,1943
3240,K대,PS_NAME,1943
3239,최,PS_NAME,1943
3238,호빠,PS_NAME,1943
3237,온순녀,PS_NAME,1943
3236,백짱깨,PS_NAME,1943
3235,돈또,PS_NAME,1943
3234,야 노,PS_NAME,1943
3233,필리피노,PS_NAME,1943
3232,차없남,PS_NAME,1943
3231,앱티앱,PS_NAME,1943
3230,한남이,PS_NAME,1943
3229,애안낳,PS_NAME,1943
3228,이명,PS_NAME,1943
3227,호더,PS_NAME,1943
3161,비혼주,PS_NAME,1943
3034,노노,PS_NAME,1943
2901,나부랭이,PS_NAME,1943
2900,고아라,PS_NAME,1943
3851,화교,CV_TRIBE,1890
3900,흑깜둥,CV_TRIBE,1890
3829,좀비,CV_TRIBE,1890
3830,서양인,CV_TRIBE,1890
3831,무뇌,CV_TRIBE,1890
3832,아프리카인,CV_TRIBE,1890
3833,조선인,CV_TRIBE,1890
3834,인도인,CV_TRIBE,1890
3835,동양인,CV_TRIBE,1890
3836,한민족,CV_TRIBE,1890
3837,아시아인,CV_TRIBE,1890
3838,유목민,CV_TRIBE,1890
3839,한남족,CV_TRIBE,1890
3840,니그로,CV_TRIBE,1890
3841,멕시칸,CV_TRIBE,1890
3842,홍콩사람,CV_TRIBE,1890
3843,아시안,CV_TRIBE,1890
3844,히스패닉,CV_TRIBE,1890
3845,유색인종,CV_TRIBE,1890
3846,중국인임ㅋㅋㅋ,CV_TRIBE,1890
3847,니거렐라,CV_TRIBE,1890
3848,아시안 몽키,CV_TRIBE,1890
3849,쪽발,CV_TRIBE,1890
3828,고려인,CV_TRIBE,1890
3827,흉노,CV_TRIBE,1890
3825,짱개,CV_TRIBE,1890
3813,짱깨,CV_TRIBE,1890
3850,게르만족,CV_TRIBE,1890
3852,한인,CV_TRIBE,1890
3806,백인,CV_TRIBE,1890
3807,흑인,CV_TRIBE,1890
3808,한국인,CV_TRIBE,1890
3809,중국인,CV_TRIBE,1890
3810,유태인,CV_TRIBE,1890
3811,똥남아인,CV_TRIBE,1890
3812,조선족,CV_TRIBE,1890
3814,갓양인,CV_TRIBE,1890
3824,미국인,CV_TRIBE,1890
3815,일본인,CV_TRIBE,1890
3816,조센징,CV_TRIBE,1890
3817,조센진,CV_TRIBE,1890
3818,흉노족,CV_TRIBE,1890
3819,개조선인,CV_TRIBE,1890
3820,전라디언,CV_TRIBE,1890
3821,호빗족,CV_TRIBE,1890
3822,남만,CV_TRIBE,1890
3823,쪽바리,CV_TRIBE,1890
3901,흑인련,CV_TRIBE,1890
3826,흉노족이,CV_TRIBE,1890
3899,한국계 미국인,CV_TRIBE,1890
3873,조에족,CV_TRIBE,1890
3875,조선족 간병인,CV_TRIBE,1890
3876,엠흑인,CV_TRIBE,1890
3877,여초코인,CV_TRIBE,1890
3878,니트족,CV_TRIBE,1890
3879,연변족,CV_TRIBE,1890
3880,왜인,CV_TRIBE,1890
3881,짱깨면,CV_TRIBE,1890
3882,욜로족,CV_TRIBE,1890
3883,프랑스인,CV_TRIBE,1890
3884,유럽인,CV_TRIBE,1890
3886,한국인인,CV_TRIBE,1890
3887,라디언,CV_TRIBE,1890
3888,소수민족,CV_TRIBE,1890
3889,짱깨센족,CV_TRIBE,1890
3890,대만인,CV_TRIBE,1890
3891,돌궐족,CV_TRIBE,1890
3892,중화,CV_TRIBE,1890
3893,니그,CV_TRIBE,1890
3894,한족,CV_TRIBE,1890
3874,쪽발이,CV_TRIBE,1890
3872,짱개샛기,CV_TRIBE,1890
3896,캥거루족,CV_TRIBE,1890
3871,황인종,CV_TRIBE,1890
3854,니거 칭챙총,CV_TRIBE,1890
3853,니거,CV_TRIBE,1890
3898,터키인,CV_TRIBE,1890
3855,니것,CV_TRIBE,1890
3856,집시,CV_TRIBE,1890
3857,좆선족,CV_TRIBE,1890
3858,독일인,CV_TRIBE,1890
3859,동남아인,CV_TRIBE,1890
3860,딩크족,CV_TRIBE,1890
3861,흑인페미탈코무슬림,CV_TRIBE,1890
3862,티모,CV_TRIBE,1890
3863,몽골인,CV_TRIBE,1890
3864,태국인,CV_TRIBE,1890
3865,유대인,CV_TRIBE,1890
3866,황인,CV_TRIBE,1890
3867,베트남인,CV_TRIBE,1890
3868,구르카,CV_TRIBE,1890
3869,인디언,CV_TRIBE,1890
3870,짱깨녀,CV_TRIBE,1890
3895,니그로 인종,CV_TRIBE,1890
3885,잉글랜드 인,CV_TRIBE,1890
3897,조센징 피싸개,CV_TRIBE,1890
2481,중국몽,LCP_COUNTRY,1773
2523,남조센,LCP_COUNTRY,1773
2524,프랑스녀,LCP_COUNTRY,1773
2525,대꺠문국뽕,LCP_COUNTRY,1773
2526,일,LCP_COUNTRY,1773
2527,한국암,LCP_COUNTRY,1773
2528,두바이,LCP_COUNTRY,1773
2488,원숭이국,LCP_COUNTRY,1773
2487,일개미라,LCP_COUNTRY,1773
2486,샤리아,LCP_COUNTRY,1773
2529,싱가폴,LCP_COUNTRY,1773
2485,요,LCP_COUNTRY,1773
2484,기니,LCP_COUNTRY,1773
2483,카레국,LCP_COUNTRY,1773
2482,예멘,LCP_COUNTRY,1773
2480,촌,LCP_COUNTRY,1773
2521,페미민국,LCP_COUNTRY,1773
2530,러시아산,LCP_COUNTRY,1773
2531,한중일,LCP_COUNTRY,1773
2479,우한국,LCP_COUNTRY,1773
2478,아프가니스탄,LCP_COUNTRY,1773
2477,어요,LCP_COUNTRY,1773
2476,아이티,LCP_COUNTRY,1773
2475,개중국,LCP_COUNTRY,1773
2474,콩고,LCP_COUNTRY,1773
2473,스까국,LCP_COUNTRY,1773
2472,미,LCP_COUNTRY,1773
2471,조지아,LCP_COUNTRY,1773
2470,센징국,LCP_COUNTRY,1773
2469,전라민국,LCP_COUNTRY,1773
2468,아르헨티나,LCP_COUNTRY,1773
2522,폴란드,LCP_COUNTRY,1773
2520,페미국,LCP_COUNTRY,1773
2490,터키,LCP_COUNTRY,1773
2504,중국몽꾸,LCP_COUNTRY,1773
2491,에티오피아마냥,LCP_COUNTRY,1773
2492,이중국,LCP_COUNTRY,1773
2493,이집트,LCP_COUNTRY,1773
2494,인도국,LCP_COUNTRY,1773
2495,아프카니스탄,LCP_COUNTRY,1773
2496,엄마나라,LCP_COUNTRY,1773
2497,라민국,LCP_COUNTRY,1773
2498,베트남임,LCP_COUNTRY,1773
2466,벨기에,LCP_COUNTRY,1773
2499,거지국,LCP_COUNTRY,1773
2500,전라국,LCP_COUNTRY,1773
2501,일본제국,LCP_COUNTRY,1773
2502,조센민국,LCP_COUNTRY,1773
2503,베넬수엘라,LCP_COUNTRY,1773
2505,코로나고,LCP_COUNTRY,1773
2519,연변,LCP_COUNTRY,1773
2506,메이드인차이나,LCP_COUNTRY,1773
2507,중국한,LCP_COUNTRY,1773
2508,중국트젠,LCP_COUNTRY,1773
2489,스시국,LCP_COUNTRY,1773
2509,꼴페미천국,LCP_COUNTRY,1773
2510,한일,LCP_COUNTRY,1773
2511,짱꼴라국,LCP_COUNTRY,1773
2512,초코나라,LCP_COUNTRY,1773
2513,캄보디아,LCP_COUNTRY,1773
2514,케냐,LCP_COUNTRY,1773
2515,코로나국,LCP_COUNTRY,1773
2516,코로나라,LCP_COUNTRY,1773
2517,탐라,LCP_COUNTRY,1773
2518,반페미,LCP_COUNTRY,1773
2467,북조선,LCP_COUNTRY,1773
2443,우크라이나,LCP_COUNTRY,1773
2465,이탈리아ㅋㅋㅋ,LCP_COUNTRY,1773
2404,대만,LCP_COUNTRY,1773
2410,개한민국,LCP_COUNTRY,1773
2409,개조선,LCP_COUNTRY,1773
2408,남한,LCP_COUNTRY,1773
2407,중국,LCP_COUNTRY,1773
2406,헬조선,LCP_COUNTRY,1773
2405,필리핀,LCP_COUNTRY,1773
2403,러시아,LCP_COUNTRY,1773
2430,아랍,LCP_COUNTRY,1773
2402,베트남,LCP_COUNTRY,1773
2401,인도,LCP_COUNTRY,1773
2400,남,LCP_COUNTRY,1773
2399,대한민국,LCP_COUNTRY,1773
2398,생,LCP_COUNTRY,1773
2397,영국,LCP_COUNTRY,1773
2411,조선충,LCP_COUNTRY,1773
2412,꼴페미,LCP_COUNTRY,1773
2413,가야,LCP_COUNTRY,1773
2414,브라질,LCP_COUNTRY,1773
2415,태국,LCP_COUNTRY,1773
2416,프랑스,LCP_COUNTRY,1773
2417,여한민국,LCP_COUNTRY,1773
2418,일본,LCP_COUNTRY,1773
2419,조선,LCP_COUNTRY,1773
2420,미국,LCP_COUNTRY,1773
2421,욱일기,LCP_COUNTRY,1773
2422,부칸,LCP_COUNTRY,1773
2423,스윗,LCP_COUNTRY,1773
2424,북한,LCP_COUNTRY,1773
2425,호주,LCP_COUNTRY,1773
2426,멕시코,LCP_COUNTRY,1773
2427,인도네시아,LCP_COUNTRY,1773
2396,한국,LCP_COUNTRY,1773
2431,탄자니아,LCP_COUNTRY,1773
2464,버빨민국,LCP_COUNTRY,1773
2456,중공,LCP_COUNTRY,1773
2450,더러운나라,LCP_COUNTRY,1773
2451,덴마크,LCP_COUNTRY,1773
2452,독일,LCP_COUNTRY,1773
2453,독일하,LCP_COUNTRY,1773
2454,벨라루스,LCP_COUNTRY,1773
2455,동방예의지국,LCP_COUNTRY,1773
2457,쪽국,LCP_COUNTRY,1773
2432,캐나다,LCP_COUNTRY,1773
2458,삼일한,LCP_COUNTRY,1773
2459,차이나,LCP_COUNTRY,1773
2460,차이,LCP_COUNTRY,1773
2461,중국년,LCP_COUNTRY,1773
2462,미얀마,LCP_COUNTRY,1773
2463,중국ㅋㅋㅋ,LCP_COUNTRY,1773
2449,대한페미,LCP_COUNTRY,1773
2448,한남민국,LCP_COUNTRY,1773
2447,닛폰,LCP_COUNTRY,1773
2446,베네수엘라,LCP_COUNTRY,1773
2445,일베한남아,LCP_COUNTRY,1773
2444,짱개국,LCP_COUNTRY,1773
2442,남조선,LCP_COUNTRY,1773
2441,머한민국,LCP_COUNTRY,1773
2440,보한민국,LCP_COUNTRY,1773
2429,북,LCP_COUNTRY,1773
2439,피지,LCP_COUNTRY,1773
2438,남연갤,LCP_COUNTRY,1773
2437,난쟁이국,LCP_COUNTRY,1773
2436,아프간,LCP_COUNTRY,1773
2435,파키스탄,LCP_COUNTRY,1773
2434,나치 독일,LCP_COUNTRY,1773
2433,국방,LCP_COUNTRY,1773
2532,타이완,LCP_COUNTRY,1773
2428,몽골,LCP_COUNTRY,1773
4218,래퍼,CV_OCCUPATION,1727
4241,언론인,CV_OCCUPATION,1727
4249,여자랑,CV_OCCUPATION,1727
4248,번역가,CV_OCCUPATION,1727
4247,영업사원,CV_OCCUPATION,1727
4246,미화원,CV_OCCUPATION,1727
4245,성매매녀,CV_OCCUPATION,1727
4244,번역자,CV_OCCUPATION,1727
4243,의경,CV_OCCUPATION,1727
4242,가오충,CV_OCCUPATION,1727
4240,빡머갈,CV_OCCUPATION,1727
4230,여성 소방관,CV_OCCUPATION,1727
4239,예비테러리스트,CV_OCCUPATION,1727
4238,여초녀,CV_OCCUPATION,1727
4237,운동선수,CV_OCCUPATION,1727
4236,게이머,CV_OCCUPATION,1727
4235,가정,CV_OCCUPATION,1727
4234,택시기사,CV_OCCUPATION,1727
4233,망나니,CV_OCCUPATION,1727
4232,요리사,CV_OCCUPATION,1727
4250,보험설계사,CV_OCCUPATION,1727
4251,비제이,CV_OCCUPATION,1727
4252,상담원,CV_OCCUPATION,1727
4253,씨름선수,CV_OCCUPATION,1727
4270,교육자,CV_OCCUPATION,1727
4269,태러리스트,CV_OCCUPATION,1727
4268,법조인,CV_OCCUPATION,1727
4267,로리충,CV_OCCUPATION,1727
4266,여자손님,CV_OCCUPATION,1727
4265,트로트 가수,CV_OCCUPATION,1727
4264,배우하,CV_OCCUPATION,1727
4263,치위생사,CV_OCCUPATION,1727
4262,유치원 교사,CV_OCCUPATION,1727
4261,축구선수,CV_OCCUPATION,1727
4260,여고생,CV_OCCUPATION,1727
4259,치안조무사,CV_OCCUPATION,1727
4258,소방공무원,CV_OCCUPATION,1727
4257,상담사,CV_OCCUPATION,1727
4256,예술가,CV_OCCUPATION,1727
4255,버팔러,CV_OCCUPATION,1727
4254,샐러리맨,CV_OCCUPATION,1727
4231,의 사,CV_OCCUPATION,1727
4229,안내원,CV_OCCUPATION,1727
4272,아이돌 가수,CV_OCCUPATION,1727
4098,감독,CV_OCCUPATION,1727
4106,판매원,CV_OCCUPATION,1727
4105,보육교사,CV_OCCUPATION,1727
4104,개그우먼,CV_OCCUPATION,1727
4103,개그맨,CV_OCCUPATION,1727
4102,똥양인,CV_OCCUPATION,1727
4101,남학생,CV_OCCUPATION,1727
4100,배우,CV_OCCUPATION,1727
4099,선수,CV_OCCUPATION,1727
4097,간호조무사,CV_OCCUPATION,1727
4228,어민,CV_OCCUPATION,1727
4096,약사,CV_OCCUPATION,1727
4095,간호사,CV_OCCUPATION,1727
4217,대배우,CV_OCCUPATION,1727
4093,무당,CV_OCCUPATION,1727
4092,가수,CV_OCCUPATION,1727
4091,알바,CV_OCCUPATION,1727
4090,여대생,CV_OCCUPATION,1727
4089,여교사,CV_OCCUPATION,1727
4107,초딩,CV_OCCUPATION,1727
4108,집사,CV_OCCUPATION,1727
4109,머스매,CV_OCCUPATION,1727
4110,테러리스트,CV_OCCUPATION,1727
4227,버스 기사,CV_OCCUPATION,1727
4226,마법사,CV_OCCUPATION,1727
4225,작사가,CV_OCCUPATION,1727
4224,무뇌충,CV_OCCUPATION,1727
4223,레이싱걸,CV_OCCUPATION,1727
4222,탐정,CV_OCCUPATION,1727
4221,프로레슬링 선수,CV_OCCUPATION,1727
4220,트레이너,CV_OCCUPATION,1727
4119,백댄서,CV_OCCUPATION,1727
4118,장의사,CV_OCCUPATION,1727
4117,교수,CV_OCCUPATION,1727
4116,여자기자,CV_OCCUPATION,1727
4115,PD,CV_OCCUPATION,1727
4114,쭝궈런,CV_OCCUPATION,1727
4113,기자,CV_OCCUPATION,1727
4112,배우조무사,CV_OCCUPATION,1727
4111,하루살이,CV_OCCUPATION,1727
4271,야구선수,CV_OCCUPATION,1727
4273,우주인,CV_OCCUPATION,1727
4087,잼민이,CV_OCCUPATION,1727
4327,마술사,CV_OCCUPATION,1727
4335,판녀,CV_OCCUPATION,1727
4334,여기자,CV_OCCUPATION,1727
4333,운전수,CV_OCCUPATION,1727
4332,인권운동가,CV_OCCUPATION,1727
4331,여의사,CV_OCCUPATION,1727
4330,여중생,CV_OCCUPATION,1727
4329,치과의사,CV_OCCUPATION,1727
4328,홍등가,CV_OCCUPATION,1727
4326,초딩급식이,CV_OCCUPATION,1727
4316,여자 교사,CV_OCCUPATION,1727
4325,사상,CV_OCCUPATION,1727
4324,기계빨,CV_OCCUPATION,1727
4323,빡가리,CV_OCCUPATION,1727
4322,머갈,CV_OCCUPATION,1727
4321,직장인,CV_OCCUPATION,1727
4320,쇼걸,CV_OCCUPATION,1727
4319,회사원,CV_OCCUPATION,1727
4318,가정주부,CV_OCCUPATION,1727
4336,페미교사,CV_OCCUPATION,1727
4337,운동가,CV_OCCUPATION,1727
4338,사회운동가,CV_OCCUPATION,1727
4339,여자오크,CV_OCCUPATION,1727
4079,의사,CV_OCCUPATION,1727
4080,연예인,CV_OCCUPATION,1727
4081,방송인,CV_OCCUPATION,1727
4082,민주화 운동가,CV_OCCUPATION,1727
4083,여자 골퍼,CV_OCCUPATION,1727
4084,정치인,CV_OCCUPATION,1727
4085,교사,CV_OCCUPATION,1727
4086,선생,CV_OCCUPATION,1727
4348,밥줘,CV_OCCUPATION,1727
4347,DJ,CV_OCCUPATION,1727
4346,모델,CV_OCCUPATION,1727
4345,한의사,CV_OCCUPATION,1727
4344,하여간ㅋㅋㅋ피싸개년,CV_OCCUPATION,1727
4343,갓김치녀,CV_OCCUPATION,1727
4342,하비녀,CV_OCCUPATION,1727
4341,카스트라토,CV_OCCUPATION,1727
4340,피자빵 유치원생,CV_OCCUPATION,1727
4317,조무사,CV_OCCUPATION,1727
4315,전업 주부,CV_OCCUPATION,1727
4274,에로배우,CV_OCCUPATION,1727
4284,여자 공무원,CV_OCCUPATION,1727
4292,주부년,CV_OCCUPATION,1727
4291,중고딩,CV_OCCUPATION,1727
4290,스모선수,CV_OCCUPATION,1727
4289,영어교사,CV_OCCUPATION,1727
4288,스윗남,CV_OCCUPATION,1727
4287,여자소방관,CV_OCCUPATION,1727
4286,여자농구선수,CV_OCCUPATION,1727
4285,여자 래퍼,CV_OCCUPATION,1727
4283,여자 경찰,CV_OCCUPATION,1727
4314,전문가,CV_OCCUPATION,1727
4282,여선생,CV_OCCUPATION,1727
4281,궁디,CV_OCCUPATION,1727
4280,변녀,CV_OCCUPATION,1727
4279,여경 무용론,CV_OCCUPATION,1727
4278,경찰조무사,CV_OCCUPATION,1727
4277,여가수,CV_OCCUPATION,1727
4276,가수팬덤,CV_OCCUPATION,1727
4275,프로불편러,CV_OCCUPATION,1727
4293,가정부,CV_OCCUPATION,1727
4294,영화 배우,CV_OCCUPATION,1727
4295,영업직,CV_OCCUPATION,1727
4296,엉디,CV_OCCUPATION,1727
4313,거지홍어,CV_OCCUPATION,1727
4312,경호원,CV_OCCUPATION,1727
4311,여자 선수,CV_OCCUPATION,1727
